,Community,Disease,Shared genes,Disease genes,Community size,Ratio disease,Ratio community,Relevance
2857,5,Decreased projection of midface,7,131,397,0.05343511450381679,0.017632241813602016,0.00094218086026881
2858,5,Hypotrophic midface,7,131,397,0.05343511450381679,0.017632241813602016,0.00094218086026881
2859,5,Midface retrusion,7,131,397,0.05343511450381679,0.017632241813602016,0.00094218086026881
2860,5,Small midface,7,131,397,0.05343511450381679,0.017632241813602016,0.00094218086026881
2861,5,Refractory cancer,17,145,397,0.11724137931034483,0.042821158690176324,0.005020411708503431
2862,5,Pediatric failure to thrive,23,406,397,0.05665024630541872,0.05793450881612091,0.003282004194016702
2863,5,Cutaneous Melanoma,25,235,397,0.10638297872340426,0.06297229219143577,0.006699180020365508
2864,5,Triangular face,7,77,397,0.09090909090909091,0.017632241813602016,0.0016029310739638196
2865,5,Undergrowth,23,396,397,0.05808080808080808,0.05793450881612091,0.0033648830878050024
2866,5,Burkitt Lymphoma,18,310,397,0.05806451612903226,0.04534005037783375,0.002632648086454863
2867,5,Breast adenocarcinoma,14,138,397,0.10144927536231885,0.03526448362720403,0.0035775563100062064
2868,5,Hydrocephalus,12,200,397,0.06,0.030226700251889168,0.00181360201511335
2869,5,Esophageal Neoplasms,36,470,397,0.07659574468085106,0.0906801007556675,0.006945709845114958
2870,5,Dilated ventricles (finding),9,164,397,0.054878048780487805,0.022670025188916875,0.0012440867481722676
2871,5,Short neck,12,164,397,0.07317073170731707,0.030226700251889168,0.0022117097745284757
2872,5,Anaplastic astrocytoma,14,136,397,0.10294117647058823,0.03526448362720403,0.0036301674322121794
2873,5,Hereditary Diffuse Gastric Cancer,15,233,397,0.06437768240343347,0.037783375314861464,0.0024324061361498794
2874,5,Colorectal Neoplasms,41,769,397,0.053315994798439535,0.10327455919395466,0.005506185860796022
2875,5,Squamous cell carcinoma of the head and neck,44,674,397,0.06528189910979229,0.11083123425692695,0.00723527345297446
2876,5,Glioblastoma Multiforme,56,619,397,0.09046849757673667,0.14105793450881612,0.01276129940629031
2877,5,Joint hyperflexibility,3,97,397,0.030927835051546393,0.007556675062972292,0.000233711599885741
2878,5,Astrocytoma,50,541,397,0.09242144177449169,0.12594458438287154,0.011639980072354117
2879,5,Malignant neoplasm of breast,224,3424,397,0.06542056074766354,0.5642317380352645,0.0369123566938958
2880,5,"FANCONI ANEMIA, COMPLEMENTATION GROUP A (disorder)",20,196,397,0.10204081632653061,0.05037783375314862,0.005140595280933532
2881,5,Hyperreflexia,11,233,397,0.04721030042918455,0.027707808564231738,0.001308093966551713
2882,5,Thick eyebrow,4,66,397,0.06060606060606061,0.010075566750629723,0.0006106404091290741
2883,5,Rash and Dermatitis Adverse Event Associated with Chemoradiation,4,86,397,0.046511627906976744,0.010075566750629723,0.0004686310116571964
2884,5,Fanconi Anemia,22,225,397,0.09777777777777778,0.055415617128463476,0.005418415897005318
2885,5,Acquired flat foot,11,89,397,0.12359550561797752,0.027707808564231738,0.0034245606090623497
2886,5,Patent ductus arteriosus,19,197,397,0.09644670050761421,0.04785894206549118,0.004615837052001688
2887,5,Cerebellar Hypoplasia,2,119,397,0.01680672268907563,0.005037783375314861,8.466862815655228e-05
2888,5,Disease Exacerbation,5,119,397,0.04201680672268908,0.012594458438287154,0.000529178925978452
2889,5,Malignant neoplasm of pancreas,91,1290,397,0.07054263565891473,0.22921914357682618,0.016169722531388514
2890,5,Smooth philtrum,3,58,397,0.05172413793103448,0.007556675062972292,0.0003908625032571875
2891,5,Clinodactyly of the 5th finger,10,130,397,0.07692307692307693,0.02518891687657431,0.001937608990505716
2892,5,Radial club hand,5,54,397,0.09259259259259259,0.012594458438287154,0.0011661535591006623
2893,5,"Myeloid Leukemia, Chronic",56,632,397,0.08860759493670886,0.14105793450881612,0.012498804323565985
2894,5,Motor Neuron Disease,6,112,397,0.05357142857142857,0.015113350125944584,0.0008096437567470312
2895,5,Epithelial ovarian cancer,71,940,397,0.07553191489361702,0.17884130982367757,0.013508226593065008
2896,5,Bladder Neoplasm,68,864,397,0.0787037037037037,0.1712846347607053,0.013480735143203658
2897,5,Epithelioma,25,230,397,0.10869565217391304,0.06297229219143577,0.006844814368634322
2898,5,Penile hypospadias,9,145,397,0.06206896551724138,0.022670025188916875,0.001407105011725875
2899,5,Atrial Septal Defects,12,134,397,0.08955223880597014,0.030226700251889168,0.0027068686792736567
2900,5,Mammary Tumorigenesis,16,142,397,0.11267605633802817,0.04030226700251889,0.004541100507326072
2901,5,Curvature of little finger,10,128,397,0.078125,0.02518891687657431,0.001967884130982368
2902,5,Delayed bone age,9,147,397,0.061224489795918366,0.022670025188916875,0.0013879607258520535
2903,5,Neoplasm Invasiveness,11,147,397,0.07482993197278912,0.027707808564231738,0.0020733734299765248
2904,5,Pancreatic carcinoma,90,1303,397,0.06907137375287797,0.22670025188916876,0.015658497828108357
2905,5,leukemia,107,1351,397,0.07920059215396003,0.2695214105793451,0.02134625531605472
2906,5,Acute Promyelocytic Leukemia,33,354,397,0.09322033898305085,0.08312342569269521,0.0077487939205054856
2907,5,Malignant tumor of colon,105,1391,397,0.07548526240115025,0.26448362720403024,0.019964616000304223
2908,5,Bloom Syndrome,5,70,397,0.07142857142857142,0.012594458438287154,0.0008996041741633681
2909,5,Carcinogenesis,208,2764,397,0.07525325615050651,0.5239294710327456,0.03942739868842658
2910,5,Colonic Neoplasms,38,563,397,0.0674955595026643,0.09571788413098237,0.006460532143831847
2911,5,Blast Phase,19,169,397,0.11242603550295859,0.04785894206549118,0.00538059111978895
2912,5,Fibrosarcoma,13,229,397,0.056768558951965066,0.0327455919395466,0.0018589200664371431
2913,5,Broad forehead,10,82,397,0.12195121951219512,0.02518891687657431,0.00307181913128955
2914,5,Acute leukemia,29,365,397,0.07945205479452055,0.07304785894206549,0.005803802491287396
2915,5,Noninfiltrating Intraductal Carcinoma,17,221,397,0.07692307692307693,0.042821158690176324,0.0032939352838597174
2916,5,Flatfoot,11,91,397,0.12087912087912088,0.027707808564231738,0.003349295540731309
2917,5,Adenomatous Polyposis Coli,24,295,397,0.08135593220338982,0.060453400503778336,0.004918242752849762
2918,5,Carcinoma breast stage IV,25,295,397,0.0847457627118644,0.06297229219143577,0.0053366349314776075
2919,5,melanoma,124,1692,397,0.07328605200945626,0.3123425692695214,0.02289035377625334
2920,5,Lung Neoplasms,53,834,397,0.06354916067146282,0.13350125944584382,0.008483892986366573
2921,5,Frontal bossing,9,170,397,0.052941176470588235,0.022670025188916875,0.0012001778041191287
2922,5,Embryonal Rhabdomyosarcoma,11,78,397,0.14102564102564102,0.027707808564231738,0.0039075114641865276
2923,5,Hyperkeratosis,8,105,397,0.0761904761904762,0.020151133501259445,0.001535324457238815
2924,5,Neuroblastoma,77,1185,397,0.06497890295358649,0.19395465994962216,0.012602961026262367
2925,5,Retrognathia,7,99,397,0.0707070707070707,0.017632241813602016,0.0012467241686385264
2926,5,Primary malignant neoplasm,63,735,397,0.08571428571428572,0.15869017632241814,0.013602015113350126
2927,5,Malignant neoplasm of urinary bladder,68,811,397,0.08384710234278668,0.1712846347607053,0.014361720300527694
2928,5,Malignant neoplasm of ovary,105,1404,397,0.07478632478632478,0.26448362720403024,0.01977975844474585
2929,5,Amyotrophic Lateral Sclerosis,23,480,397,0.04791666666666667,0.05793450881612091,0.0027760285474391273
2930,5,Acute lymphocytic leukemia,55,649,397,0.0847457627118644,0.1385390428211587,0.011740596849250736
2931,5,Ewings sarcoma,22,266,397,0.08270676691729323,0.055415617128463476,0.004583246529421791
2932,5,Decreased platelet count,11,123,397,0.08943089430894309,0.027707808564231738,0.002477934099240237
2933,5,Malignant Glioma,29,372,397,0.07795698924731183,0.07304785894206549,0.005694591154085751
2934,5,Respiratory Failure,6,147,397,0.04081632653061224,0.015113350125944584,0.0006168714337120238
2935,5,"Genetic Diseases, Inborn",34,374,397,0.09090909090909091,0.08564231738035265,0.007785665216395695
2936,5,Neoplasm of uncertain or unknown behavior of breast,5,41,397,0.12195121951219512,0.012594458438287154,0.001535909565644775
2937,5,Delayed speech and language development,17,172,397,0.09883720930232558,0.042821158690176324,0.004232323824029055
2938,5,Disseminated Malignant Neoplasm,12,154,397,0.07792207792207792,0.030226700251889168,0.002355327292355
2939,5,Hypospadias,10,154,397,0.06493506493506493,0.02518891687657431,0.0016356439530243055
2940,5,Monosomy,10,119,397,0.08403361344537816,0.02518891687657431,0.002116715703913808
2941,5,Malignant neoplasm of mouth,33,363,397,0.09090909090909091,0.08312342569269521,0.007556675062972292
2942,5,Pancreatic Ductal Adenocarcinoma,48,507,397,0.09467455621301775,0.12090680100755667,0.011446797728526074
2943,5,Feeding difficulties in infancy,14,181,397,0.07734806629834254,0.03526448362720403,0.0027276396175737925
2944,5,Myeloid Leukemia,28,369,397,0.07588075880758807,0.07052896725440806,0.0053517915531800155
2945,5,"Acute Myeloid Leukemia, M1",15,96,397,0.15625,0.037783375314861464,0.005903652392947104
2946,5,Central neuroblastoma,77,1152,397,0.06684027777777778,0.19395465994962216,0.012963983347327176
2947,5,Long eyelashes,4,51,397,0.0784313725490196,0.010075566750629723,0.0007902405294611547
2948,5,"Carcinoma, Papillary",8,154,397,0.05194805194805195,0.020151133501259445,0.0010468121299355556
2949,5,Tumor Progression,104,1443,397,0.07207207207207207,0.2619647355163728,0.018880341298477318
2950,5,Hematopoetic Myelodysplasia,3,35,397,0.08571428571428572,0.007556675062972292,0.000647715005397625
2951,5,Carcinoma of bladder,65,819,397,0.07936507936507936,0.163727959697733,0.012994282515693093
2952,5,Hemoglobin low,10,140,397,0.07142857142857142,0.02518891687657431,0.0017992083483267362
2953,5,Intrahepatic Cholangiocarcinoma,13,140,397,0.09285714285714286,0.0327455919395466,0.003040662108672184
2954,5,Postnatal growth retardation,7,73,397,0.0958904109589041,0.017632241813602016,0.00169076291363307
2955,5,Thin upper lip vermilion,9,102,397,0.08823529411764706,0.022670025188916875,0.002000296340198548
2956,5,Malignant Head and Neck Neoplasm,23,346,397,0.06647398843930635,0.05793450881612091,0.0038511378692797135
2957,5,Colon Carcinoma,104,1442,397,0.07212205270457697,0.2619647355163728,0.018893434461652404
2958,5,Hypertrophic Cardiomyopathy,14,247,397,0.05668016194331984,0.03526448362720403,0.0019987966428374753
2959,5,Mucoepidermoid Carcinoma,7,60,397,0.11666666666666667,0.017632241813602016,0.0020570948782535686
2960,5,Thin lips,9,60,397,0.15,0.022670025188916875,0.003400503778337531
2961,5,Lip and Oral Cavity Carcinoma,31,348,397,0.08908045977011494,0.07808564231738035,0.006955904919076986
2962,5,Increased head circumference,15,167,397,0.08982035928143713,0.037783375314861464,0.0033937163456462392
2963,5,Seckel syndrome,2,34,397,0.058823529411764705,0.005037783375314861,0.000296340198547933
2964,5,Ependymoma,10,104,397,0.09615384615384616,0.02518891687657431,0.002422011238132145
2965,5,Adult Hepatocellular Carcinoma,11,81,397,0.13580246913580246,0.027707808564231738,0.003762788817364804
2966,5,Childhood Medulloblastoma,14,78,397,0.1794871794871795,0.03526448362720403,0.006329522702318673
2967,5,Uterine Cancer,3,56,397,0.05357142857142857,0.007556675062972292,0.0004048218783735156
2968,5,Speech impairment,15,156,397,0.09615384615384616,0.037783375314861464,0.003633016857198218
2969,5,Alveolar rhabdomyosarcoma,6,59,397,0.1016949152542373,0.015113350125944584,0.001536950860265551
2970,5,Neurofibromatosis 1,9,163,397,0.05521472392638037,0.022670025188916875,0.0012517191822101342
2971,5,"Malignant lymphoma, lymphocytic, intermediate differentiation, diffuse",19,261,397,0.07279693486590039,0.04785894206549118,0.003483984288292462
2972,5,Class III malocclusion,11,89,397,0.12359550561797752,0.027707808564231738,0.0034245606090623497
2973,5,"Mammary Neoplasms, Experimental",9,127,397,0.07086614173228346,0.022670025188916875,0.0016065372181122194
2974,5,Increased size of the mandible,12,86,397,0.13953488372093023,0.030226700251889168,0.004217679104914767
2975,5,Big calvaria,15,165,397,0.09090909090909091,0.037783375314861464,0.003434852301351042
2976,5,Increased size of skull,15,165,397,0.09090909090909091,0.037783375314861464,0.003434852301351042
2977,5,Neoplasm of uncertain or unknown behavior of ovary,3,33,397,0.09090909090909091,0.007556675062972292,0.0006869704602702084
2978,5,Sandal gap,2,33,397,0.06060606060606061,0.005037783375314861,0.00030532020456453706
2979,5,"Mammary Carcinoma, Animal",7,116,397,0.0603448275862069,0.017632241813602016,0.0010640145922001217
2980,5,Animal Mammary Neoplasms,7,116,397,0.0603448275862069,0.017632241813602016,0.0010640145922001217
2981,5,Ductal Carcinoma,17,177,397,0.096045197740113,0.042821158690176324,0.0041127666538587435
2982,5,Anoxia,13,218,397,0.05963302752293578,0.0327455919395466,0.0019527187853858063
2983,5,Cafe-au-Lait Spots,6,41,397,0.14634146341463414,0.015113350125944584,0.0022117097745284757
2984,5,Familial Alzheimer Disease (FAD),10,147,397,0.06802721088435375,0.02518891687657431,0.0017135317603111776
2985,5,Adenocarcinoma,77,1186,397,0.06492411467116357,0.19395465994962216,0.012592334583575806
2986,5,Liver and Intrahepatic Biliary Tract Carcinoma,46,439,397,0.10478359908883828,0.11586901763224182,0.01214117269039436
2987,5,Thyroid carcinoma,35,517,397,0.06769825918762089,0.08816120906801007,0.005968360381780179
2988,5,Deep philtrum,4,28,397,0.14285714285714285,0.010075566750629723,0.0014393666786613889
2989,5,Down Syndrome,29,348,397,0.08333333333333333,0.07304785894206549,0.006087321578505457
2990,5,Epilepsy,48,826,397,0.05811138014527845,0.12090680100755667,0.007026061075499661
2991,5,Female Breast Carcinoma,3,44,397,0.06818181818181818,0.007556675062972292,0.0005152278452026563
2992,5,Malignant Childhood Neoplasm,5,73,397,0.0684931506849315,0.012594458438287154,0.0008626341396087092
2993,5,Squamous cell carcinoma of lung,13,214,397,0.06074766355140187,0.0327455919395466,0.0019892182019350738
2994,5,Secondary malignant neoplasm of lymph node,61,889,397,0.0686164229471316,0.15365239294710328,0.0105430775812973
2995,5,liposarcoma,16,104,397,0.15384615384615385,0.04030226700251889,0.0062003487696182915
2996,5,"Carcinoma, Transitional Cell",25,295,397,0.0847457627118644,0.06297229219143577,0.0053366349314776075
2997,5,Leukodystrophy,4,158,397,0.02531645569620253,0.010075566750629723,0.00025507763925644865
2998,5,Primary malignant neoplasm of lung,120,1556,397,0.07712082262210797,0.3022670025188917,0.02331107988577571
2999,5,Brain Neoplasms,39,465,397,0.08387096774193549,0.0982367758186398,0.008239213455756886
3000,5,Birthmark,6,40,397,0.15,0.015113350125944584,0.0022670025188916876
3001,5,Chromosome Breakage,6,40,397,0.15,0.015113350125944584,0.0022670025188916876
3002,5,Hereditary Malignant Neoplasm,6,54,397,0.1111111111111111,0.015113350125944584,0.0016792611251049538
3003,5,Atrial Premature Complexes,5,87,397,0.05747126436781609,0.012594458438287154,0.0007238194504762733
3004,5,Acute Myeloid Leukemia (AML-M2),15,98,397,0.15306122448979592,0.037783375314861464,0.005783169691050224
3005,5,Malignant neoplasm of thyroid,24,368,397,0.06521739130434782,0.060453400503778336,0.0039426130763333695
3006,5,Hypertrophy of lower jaw,11,84,397,0.13095238095238096,0.027707808564231738,0.0036284035024589183
3007,5,mandibular excess (physical finding),11,84,397,0.13095238095238096,0.027707808564231738,0.0036284035024589183
3008,5,Mandibular hyperplasia,11,84,397,0.13095238095238096,0.027707808564231738,0.0036284035024589183
3009,5,Diffuse Astrocytoma,6,57,397,0.10526315789473684,0.015113350125944584,0.0015908789606257456
3010,5,Central Serous Chorioretinopathy,13,81,397,0.16049382716049382,0.0327455919395466,0.005255465373013651
3011,5,synovial sarcoma,21,167,397,0.12574850299401197,0.05289672544080604,0.006651684037466628
3012,5,Depressed philtrum,4,27,397,0.14814814814814814,0.010075566750629723,0.0014926765556488478
3013,5,Spinal Muscular Atrophy,10,152,397,0.06578947368421052,0.02518891687657431,0.0016571655839851518
3014,5,Cerebral atrophy,14,252,397,0.05555555555555555,0.03526448362720403,0.0019591379792891126
3015,5,Breast Carcinoma,217,3337,397,0.0650284686844471,0.5465994962216625,0.03554452822298494
3016,5,Upward slant of palpebral fissure,8,100,397,0.08,0.020151133501259445,0.0016120906801007557
3017,5,Language Delay,16,159,397,0.10062893081761007,0.04030226700251889,0.004055574037989323
3018,5,Precursor Cell Lymphoblastic Leukemia Lymphoma,38,445,397,0.0853932584269663,0.09571788413098237,0.008173662015679393
3019,5,Promyelocytic leukemia,21,178,397,0.11797752808988764,0.05289672544080604,0.0062406249115557685
3020,5,"Low-set, posteriorly rotated ears",9,118,397,0.07627118644067797,0.022670025188916875,0.0017290697177987449
3021,5,Squamous cell carcinoma of esophagus,64,720,397,0.08888888888888889,0.16120906801007556,0.01432969493422894
3022,5,Progressive microcephaly,2,46,397,0.043478260869565216,0.005037783375314861,0.00021903405979629831
3023,5,Frontotemporal dementia,5,115,397,0.043478260869565216,0.012594458438287154,0.0005475851494907458
3024,5,Convex nasal bridge,3,71,397,0.04225352112676056,0.007556675062972292,0.00031929612942136447
3025,5,Prominent nasal bridge,3,71,397,0.04225352112676056,0.007556675062972292,0.00031929612942136447
3026,5,hypopigmented skin patch,5,62,397,0.08064516129032258,0.012594458438287154,0.0010156821321199317
3027,5,mixed gliomas,8,62,397,0.12903225806451613,0.020151133501259445,0.002600146258227025
3028,5,Skin Carcinogenesis,15,107,397,0.14018691588785046,0.037783375314861464,0.005296734857223569
3029,5,Skin Neoplasms,17,194,397,0.08762886597938144,0.042821158690176324,0.003752369575943286
3030,5,Tumor Promotion,7,88,397,0.07954545454545454,0.017632241813602016,0.0014025646897183421
3031,5,Hypoplasia of corpus callosum,10,145,397,0.06896551724137931,0.02518891687657431,0.0017371666811430556
3032,5,"Carcinoma, Cribriform",9,93,397,0.0967741935483871,0.022670025188916875,0.002193873405379052
3033,5,"Carcinoma, Granular Cell",9,93,397,0.0967741935483871,0.022670025188916875,0.002193873405379052
3034,5,Anaplastic thyroid carcinoma,13,137,397,0.0948905109489051,0.0327455919395466,0.003107245950467925
3035,5,Mitochondrial Diseases,6,283,397,0.02120141342756184,0.015113350125944584,0.00032042438429564493
3036,5,Congenital chromosomal disease,32,361,397,0.0886426592797784,0.08060453400503778,0.007145000244213875
3037,5,"Adenocarcinoma, Endometrioid",5,55,397,0.09090909090909091,0.012594458438287154,0.001144950767117014
3038,5,"Adenocarcinoma, Oxyphilic",10,98,397,0.10204081632653061,0.02518891687657431,0.002570297640466766
3039,5,Basal cell carcinoma,8,87,397,0.09195402298850575,0.020151133501259445,0.0018529777932192594
3040,5,Microstomia,5,87,397,0.05747126436781609,0.012594458438287154,0.0007238194504762733
3041,5,Malignant neoplasm of female breast,5,45,397,0.1111111111111111,0.012594458438287154,0.0013993842709207947
3042,5,Aplasia/Hypoplasia of the radius,2,34,397,0.058823529411764705,0.005037783375314861,0.000296340198547933
3043,5,Invasive Carcinoma,11,121,397,0.09090909090909091,0.027707808564231738,0.0025188916876574307
3044,5,Adult Glioblastoma,23,146,397,0.15753424657534246,0.05793450881612091,0.009126669197060143
3045,5,Kyphosis deformity of spine,13,131,397,0.09923664122137404,0.0327455919395466,0.0032495625588863037
3046,5,Speech Delay,17,163,397,0.10429447852760736,0.042821158690176324,0.0044660104155398615
3047,5,cervical cancer,56,679,397,0.08247422680412371,0.14105793450881612,0.01163364408320133
3048,5,Muscle hypotonia,22,335,397,0.06567164179104477,0.055415617128463476,0.0036392345576901387
3049,5,Prominent globes,2,110,397,0.01818181818181818,0.005037783375314861,9.159606136936111e-05
3050,5,Dysmorphic facies,8,72,397,0.1111111111111111,0.020151133501259445,0.0022390148334732714
3051,5,"Adenocarcinoma, Basal Cell",9,94,397,0.09574468085106383,0.022670025188916875,0.002170534326598424
3052,5,Malignant neoplasm of lung,130,1671,397,0.07779772591262717,0.327455919395466,0.025475325865595796
3053,5,Hyperactive behavior,47,505,397,0.09306930693069307,0.11838790931989925,0.01101828066937676
3054,5,Malignant Peripheral Nerve Sheath Tumor,22,145,397,0.15172413793103448,0.055415617128463476,0.00840788673673239
3055,5,Congenital contractural arachnodactyly,13,162,397,0.08024691358024691,0.0327455919395466,0.0026277326865068256
3056,5,Growth failure,6,162,397,0.037037037037037035,0.015113350125944584,0.0005597537083683179
3057,5,Prostatic Intraepithelial Neoplasias,12,135,397,0.08888888888888889,0.030226700251889168,0.002686817800167926
3058,5,Endometrioid carcinoma ovary,4,37,397,0.10810810810810811,0.010075566750629723,0.0010892504595275377
3059,5,Li-Fraumeni Syndrome,5,44,397,0.11363636363636363,0.012594458438287154,0.0014311884588962675
3060,5,"Hernia, Inguinal",7,99,397,0.0707070707070707,0.017632241813602016,0.0012467241686385264
3061,5,Ovarian Carcinoma,111,1507,397,0.07365627073656271,0.2795969773299748,0.02059407065934121
3062,5,Adenoid Cystic Carcinoma,13,159,397,0.08176100628930817,0.0327455919395466,0.0026773125485163884
3063,5,Congenital Abnormality,36,435,397,0.08275862068965517,0.0906801007556675,0.007504560062538
3064,5,Childhood Glioblastoma,22,144,397,0.1527777777777778,0.055415617128463476,0.00846627483907081
3065,5,Malignant tumor of cervix,52,623,397,0.08346709470304976,0.1309823677581864,0.010932717694102236
3066,5,Charcot-Marie-Tooth Disease,7,222,397,0.03153153153153153,0.017632241813602016,0.0005559715887171806
3067,5,Absent speech,3,68,397,0.04411764705882353,0.007556675062972292,0.00033338272336642466
3068,5,Cervix carcinoma,58,772,397,0.07512953367875648,0.14609571788413098,0.010976103157097924
3069,5,Sparse scalp hair,3,53,397,0.05660377358490566,0.007556675062972292,0.0004277363243191864
3070,5,Full lower lip,5,65,397,0.07692307692307693,0.012594458438287154,0.000968804495252858
3071,5,Thick lower lip vermilion,5,65,397,0.07692307692307693,0.012594458438287154,0.000968804495252858
3072,5,Acoustic Neuroma,4,62,397,0.06451612903225806,0.010075566750629723,0.0006500365645567563
3073,5,Benign Neoplasm,7,59,397,0.11864406779661017,0.017632241813602016,0.002091960893139222
3074,5,Growth delay,5,131,397,0.03816793893129771,0.012594458438287154,0.00048070452054531127
3075,5,Developmental delay (disorder),14,148,397,0.0945945945945946,0.03526448362720403,0.003335829532303084
3076,5,Prominent eyes,2,108,397,0.018518518518518517,0.005037783375314861,9.329228472805298e-05
3077,5,Protruding eyes,2,108,397,0.018518518518518517,0.005037783375314861,9.329228472805298e-05
3078,5,Intraepithelial Neoplasia,6,76,397,0.07894736842105263,0.015113350125944584,0.001193159220469309
3079,5,Melanocytic nevus,20,155,397,0.12903225806451613,0.05037783375314862,0.006500365645567563
3080,5,Congenital anomaly of face,10,100,397,0.1,0.02518891687657431,0.002518891687657431
3081,5,Lymphoma,61,907,397,0.06725468577728776,0.15365239294710328,0.010333843406585776
3082,5,Gallbladder Carcinoma,11,176,397,0.0625,0.027707808564231738,0.0017317380352644836
3083,5,Esophageal Atresia,4,32,397,0.125,0.010075566750629723,0.0012594458438287153
3084,5,Growth retardation,4,130,397,0.03076923076923077,0.010075566750629723,0.00031001743848091455
3085,5,Poor growth,4,130,397,0.03076923076923077,0.010075566750629723,0.00031001743848091455
3086,5,Heart Septal Defects,7,49,397,0.14285714285714285,0.017632241813602016,0.0025188916876574307
3087,5,Hematopoietic Neoplasms,16,147,397,0.10884353741496598,0.04030226700251889,0.004386641306396614
3088,5,"Neoplastic Syndromes, Hereditary",5,64,397,0.078125,0.012594458438287154,0.000983942065491184
3089,5,Malignant neoplasm of prostate,144,2191,397,0.06572341396622547,0.36272040302267,0.02383922320185508
3090,5,Werner Syndrome,6,78,397,0.07692307692307693,0.015113350125944584,0.0011625653943034297
3091,5,Noonan Syndrome,4,52,397,0.07692307692307693,0.010075566750629723,0.0007750435962022864
3092,5,Adenocarcinoma Of Esophagus,15,222,397,0.06756756756756757,0.037783375314861464,0.0025529307645176668
3093,5,Supratentorial atrophy,5,112,397,0.044642857142857144,0.012594458438287154,0.0005622526088521051
3094,5,Hyperkyphosis,13,122,397,0.10655737704918032,0.0327455919395466,0.0034892843870008667
3095,5,Dysarthria,14,210,397,0.06666666666666667,0.03526448362720403,0.0023509655751469353
3096,5,HIV Coinfection,6,83,397,0.07228915662650602,0.015113350125944584,0.0010925313344056326
3097,5,Nephroblastoma,23,271,397,0.08487084870848709,0.05793450881612091,0.004916950932733509
3098,5,Very poor growth,4,134,397,0.029850746268656716,0.010075566750629723,0.00030076318658596186
3099,5,Degenerative brain disorder,6,129,397,0.046511627906976744,0.015113350125944584,0.0007029465174857946
3100,5,Transitional cell carcinoma of bladder,11,129,397,0.08527131782945736,0.027707808564231738,0.002362681350438365
3101,5,Juvenile Myelomonocytic Leukemia,12,96,397,0.125,0.030226700251889168,0.003778337531486146
3102,5,Polyhydramnios,5,96,397,0.052083333333333336,0.012594458438287154,0.0006559613769941226
3103,5,Soft Tissue Neoplasms,12,69,397,0.17391304347826086,0.030226700251889168,0.005256817435111159
3104,5,Biliary Tract Cancer,7,101,397,0.06930693069306931,0.017632241813602016,0.0012220365613387536
3105,5,Extrahepatic Cholangiocarcinoma,6,66,397,0.09090909090909091,0.015113350125944584,0.0013739409205404168
3106,5,Luminal B Breast Carcinoma,4,66,397,0.06060606060606061,0.010075566750629723,0.0006106404091290741
3107,5,Nonverbal,3,63,397,0.047619047619047616,0.007556675062972292,0.0003598416696653472
3108,5,Papilloma,13,155,397,0.08387096774193549,0.0327455919395466,0.0027464044852522954
3109,5,Seizures,50,816,397,0.061274509803921566,0.12594458438287154,0.007717192670519089
3110,5,Low posterior hairline,3,57,397,0.05263157894736842,0.007556675062972292,0.0003977197401564364
3111,5,Adult Medulloblastoma,12,54,397,0.2222222222222222,0.030226700251889168,0.006717044500419815
3112,5,Hirsutism,4,54,397,0.07407407407407407,0.010075566750629723,0.0007463382778244239
3113,5,Myeloproliferative disease,24,197,397,0.1218274111675127,0.060453400503778336,0.007364881279648123
3114,5,Adult Acute Myeloblastic Leukemia,9,82,397,0.10975609756097561,0.022670025188916875,0.002488173496344535
3115,5,Precursor B-Cell Lymphoblastic Leukemia-Lymphoma,5,82,397,0.06097560975609756,0.012594458438287154,0.0007679547828223875
3116,5,Dwarfism,12,206,397,0.05825242718446602,0.030226700251889168,0.0017607786554498545
3117,5,oligodendroglioma,13,140,397,0.09285714285714286,0.0327455919395466,0.003040662108672184
3118,5,Malignant neoplasm of liver,51,567,397,0.08994708994708994,0.12846347607052896,0.011554915837031705
3119,5,Other specified transient cerebral ischemias,16,120,397,0.13333333333333333,0.04030226700251889,0.005373635600335852
3120,5,Motor neuron atrophy,5,73,397,0.0684931506849315,0.012594458438287154,0.0008626341396087092
3121,5,Cervical Adenocarcinoma,2,56,397,0.03571428571428571,0.005037783375314861,0.0001799208348326736
3122,5,Childhood Leukemia,9,129,397,0.06976744186046512,0.022670025188916875,0.0015816296643430378
3123,5,Childhood Acute Lymphoblastic Leukemia,26,320,397,0.08125,0.0654911838790932,0.005321158690176323
3124,5,"Breast Cancer, Familial",12,119,397,0.10084033613445378,0.030226700251889168,0.0030480706136358825
3125,5,Defective tooth enamel,2,37,397,0.05405405405405406,0.005037783375314861,0.0002723126148818844
3126,5,Dystrophic tooth enamel,2,37,397,0.05405405405405406,0.005037783375314861,0.0002723126148818844
3127,5,Macrostomia,11,83,397,0.13253012048192772,0.027707808564231738,0.003672119207307821
3128,5,Esophageal atresia with or without tracheoesophageal fistula,3,26,397,0.11538461538461539,0.007556675062972292,0.0008719240457275722
3129,5,Cardiomyopathies,18,345,397,0.05217391304347826,0.04534005037783375,0.0023655678458000214
3130,5,Abnormality of dental enamel,2,40,397,0.05,0.005037783375314861,0.00025188916876574307
3131,5,Dystonia,9,187,397,0.0481283422459893,0.022670025188916875,0.0010910707310173896
3132,5,Osteoarthrosis Deformans,4,72,397,0.05555555555555555,0.010075566750629723,0.0005597537083683179
3133,5,Neurofibromatosis 2,5,58,397,0.08620689655172414,0.012594458438287154,0.00108572917571441
